venue_id,canonical_name,venue_type,city,city_source,state,lat,lng,opened_date,closed_date,capacity,wikidata_qid,osm_id,spine_source,coord_delta_km,in_scope,name_is_ambiguous,alias_count,dated_alias_count,all_aliases
wd-Q7865411,UNT Coliseum,arena,Denton,incorporated_places,TX,33.2083,-97.1539,1973-03-27,,10500,Q7865411,,wikidata,,True,False,1,0,UNT Coliseum
wd-Q7772032,The Vanguard School,other,Colorado Springs,incorporated_places,CO,38.8113,-104.816,1995-01-01,,,Q7772032,,wikidata,,False,False,4,0,"The Vanguard School | Colorado | Ụlọ akwụkwọ ikike ọha K-12 dị na Colorado Springs | Ụlọ akwụkwọ ikike ọha K-12 dị na Colorado Springs, Colorado"
wd-Q7775732,The Woodlands,other,Kansas City,incorporated_places,KS,39.1485,-94.7972,,,,Q7775732,,wikidata,,False,False,1,0,The Woodlands
wd-Q7775736,The Woodlands Golf Course,golf_course,Milford Mill,census_designated_places,MD,39.3306,-76.7758,,,,Q7775736,,wikidata,,False,False,1,0,The Woodlands Golf Course
wd-Q7825672,Torero Stadium,stadium,San Diego,incorporated_places,CA,32.7731,-117.1837,,,6000,Q7825672,,wikidata,,True,False,1,0,Torero Stadium
wd-Q7826925,Torrance High School,other,Torrance,incorporated_places,CA,33.82925,-118.321166,1917-01-01,,,Q7826925,,wikidata,,False,False,1,0,Torrance High School
wd-Q7827101,Torrey Pines Golf Course,golf_course,San Diego,incorporated_places,CA,32.9045,-117.245,1957-01-01,,,Q7827101,,wikidata,,False,False,1,0,Torrey Pines Golf Course
wd-Q7828472,Tottenville High School,other,New York,incorporated_places,NY,40.5278,-74.1925,1936-01-01,,,Q7828472,,wikidata,,False,False,1,0,Tottenville High School
wd-Q7828957,Tour Inline Hockey Arena,other,Colorado Springs,incorporated_places,CO,38.9469,-104.765,2002-01-01,,459,Q7828957,,wikidata,,False,False,1,0,Tour Inline Hockey Arena
wd-Q7829298,Tournament Park,stadium,Pasadena,incorporated_places,CA,34.1342,-118.128,,,,Q7829298,,wikidata,,True,False,1,0,Tournament Park
wd-Q7829692,Tower Hill School,other,Wilmington,incorporated_places,DE,39.7647,-75.5774,1919-01-01,,,Q7829692,,wikidata,,False,False,1,0,Tower Hill School
wd-Q7830022,Town Toyota Center,other,Wenatchee,incorporated_places,WA,47.4423,-120.322,2008-10-05,,5000,Q7830022,way/334630237,wikidata,0.02,True,False,1,0,Town Toyota Center
wd-Q7830317,Towson Center,other,Towson,census_designated_places,MD,39.3864,-76.6162,1976-01-01,,5250,Q7830317,way/109493689,wikidata,0.015,True,False,1,0,Towson Center
wd-Q7830745,Utz Arena,arena,,no_place,PA,39.9568,-76.7574,2003-09-01,,5500,Q7830745,,wikidata,,True,True,2,0,Utz Arena | Toyota Arena
wd-Q7822509,Tony Gwynn Stadium,ballpark,San Diego,incorporated_places,CA,32.774486,-117.078283,1997-01-01,,3000,Q7822509,,wikidata,,True,False,1,0,Tony Gwynn Stadium
wd-Q7824132,Toomey Field,stadium,University of California-Davis,census_designated_places,CA,38.5453,-121.748,,,,Q7824132,way/1353196036,wikidata,0.031,True,False,1,0,Toomey Field
wd-Q7852328,Tulsa Coliseum,other,Tulsa,incorporated_places,OK,36.1528,-95.985,,,,Q7852328,,wikidata,,False,False,4,0,"Tulsa Coliseum | Oklahoma) | The Coliseum (Tulsa | The Coliseum (Tulsa, Oklahoma)"
wd-Q7854863,Turf Paradise Race Course,other,Phoenix,incorporated_places,AZ,33.6348,-112.092,,,,Q7854863,way/1289756139,wikidata,0.13,False,False,1,0,Turf Paradise Race Course
wd-Q7854864,Turf Skatepark,recreation,Greenfield,incorporated_places,WI,42.9625,-87.967222222,,,,Q7854864,,wikidata,,False,False,1,0,Turf Skatepark
wd-Q7854880,Turfway Park,racetrack,Florence,incorporated_places,KY,39.0252,-84.6349,,,,Q7854880,way/55675167,wikidata,0.121,True,False,1,0,Turfway Park
wd-Q7855076,Earle Combs Stadium,other,Richmond,incorporated_places,KY,37.736,-84.3006,,,,Q7855076,,wikidata,,False,False,2,0,Earle Combs Stadium | Turkey Hughes Field
wd-Q7855881,Turner Arena,arena,Harrogate,incorporated_places,TN,36.578,-83.6645,,,,Q7855881,,wikidata,,True,False,1,0,Turner Arena
wd-Q7855951,Turner Mountain Ski Resort,ski_resort,,no_place,MT,48.605,-115.631,,,,Q7855951,,wikidata,,False,False,1,0,Turner Mountain Ski Resort
wd-Q7855962,Turner Soccer Complex,stadium,Athens-Clarke County unified government (balance),incorporated_places,GA,33.9108,-83.3797,,,,Q7855962,,wikidata,,True,False,2,0,Turner Soccer Complex | Georgia Bulldogs soccer stadium
wd-Q7856828,Tussey Mountain Ski Area,ski_resort,,no_place,PA,40.7682,-77.752,,,,Q7856828,,wikidata,,False,False,1,0,Tussey Mountain Ski Area
wd-Q7857180,Tuxedo Club,other,Tuxedo,incorporated_places,NY,41.1631,-74.2342,,,,Q7857180,,wikidata,,False,False,1,0,Tuxedo Club
wd-Q7857185,Tuxedo Ridge Ski Center,ski_resort,Tuxedo,incorporated_places,NY,41.2461,-74.2272,,,,Q7857185,,wikidata,,False,False,1,0,Tuxedo Ridge Ski Center
wd-Q7875824,US 13 Dragway,racetrack,,no_place,DE,38.4732,-75.5628,,,,Q7875824,,wikidata,,True,False,1,0,US 13 Dragway
wd-Q7875863,US Cellular Community Park,other,Medford,incorporated_places,OR,42.3032,-122.847,2007-01-01,,,Q7875863,way/177180851,wikidata,0.791,False,False,4,0,US Cellular Community Park | Medford Sports Park | Heitkamp Ranch | U.S. Cellular Community Park
wd-Q7875963,UT Dallas Baseball Field,ballpark,Richardson,incorporated_places,TX,32.9819,-96.7493,,,,Q7875963,,wikidata,,True,False,2,0,UT Dallas Baseball Field | UT-D Baseball Field
wd-Q7876019,UTPA Fieldhouse,other,Edinburg,incorporated_places,TX,26.3104,-98.1779,,,,Q7876019,,wikidata,,False,False,1,0,UTPA Fieldhouse
wd-Q7878061,Uihlein Soccer Park,other,Milwaukee,incorporated_places,WI,43.146666666,-87.998833333,1994-01-01,,7000,Q7878061,way/27372672,wikidata,0.085,True,False,1,0,Uihlein Soccer Park
wd-Q7859982,Tyler County Speedway,racetrack,,no_place,WV,39.4721,-80.862,,,,Q7859982,,wikidata,,True,False,1,0,Tyler County Speedway
wd-Q7865514,UPMC Sports Performance Complex,other,Pittsburgh,incorporated_places,PA,40.4222,-79.9573,,,,Q7865514,,wikidata,,False,False,1,0,UPMC Sports Performance Complex
wd-Q7865793,USA Baseball National Training Complex,other,Cary,incorporated_places,NC,35.7968,-78.8923,2007-06-19,,1754,Q7865793,,wikidata,,False,False,1,0,USA Baseball National Training Complex
wd-Q7865817,USA International Speedway,other,Lakeland,incorporated_places,FL,28.1515,-81.8905,,,,Q7865817,,wikidata,,False,False,1,0,USA International Speedway
wd-Q7866349,USC Physical Education building,recreation,Los Angeles,incorporated_places,CA,34.021388888,-118.286388888,1930-01-01,,,Q7866349,,wikidata,,False,False,2,0,USC Physical Education building | PED
wd-Q7866409,USF Baseball Stadium,other,Tampa,incorporated_places,FL,28.0587,-82.4046,,,3211,Q7866409,,wikidata,,False,False,1,0,USF Baseball Stadium
wd-Q7866413,USF Track and Field Stadium,stadium,Tampa,incorporated_places,FL,28.063,-82.4067,,,4000,Q7866413,,wikidata,,True,False,2,0,USF Track and Field Stadium | USF Soccer Stadium
wd-Q7866414,Yuengling Center,arena,Tampa,incorporated_places,FL,28.059236,-82.406472,1980-11-29,,10411,Q7866414,way/436806216,wikidata,0.009,True,False,3,0,Yuengling Center | USF Sun Dome | SUN
wd-Q7885623,Union County Speedway,racetrack,,no_place,IN,39.6355,-84.9904,,,,Q7885623,way/969468206,wikidata,0.027,True,False,2,0,Union County Speedway | Whitewater Raceway
wd-Q7885716,Union Grounds,other,St. Louis,incorporated_places,MO,38.6459,-90.2122,,,,Q7885716,,wikidata,,False,True,2,0,Union Grounds | Union Base Ball Park
wd-Q7885813,Union League Golf and Country Club,other,Millbrae,incorporated_places,CA,37.6053,-122.412,,,,Q7885813,,wikidata,,False,False,1,0,Union League Golf and Country Club
wd-Q7885864,Union Multipurpose Activity Center,arena,Tulsa,incorporated_places,OK,36.064,-95.8694,,,,Q7885864,,wikidata,,True,False,1,0,Union Multipurpose Activity Center
wd-Q7830771,Toyota Center,arena,Kennewick,incorporated_places,WA,46.2198,-119.218,1988-11-19,,7715,Q7830771,way/35692930,wikidata,0.108,True,True,1,0,Toyota Center
wd-Q7830784,Toyota Field,stadium,San Antonio,incorporated_places,TX,29.538908,-98.394617,,,8296,Q7830784,way/356185058,wikidata,0.059,True,True,1,0,Toyota Field
wd-Q7830871,Toyota Sports Center,other,El Segundo,incorporated_places,CA,33.9217,-118.388,2000-03-05,,,Q7830871,,wikidata,,False,False,1,0,Toyota Sports Center
wd-Q7832621,Trager Stadium,other,Louisville,incorporated_places,KY,38.215,-85.7539,,,,Q7832621,,wikidata,,False,False,1,0,Trager Stadium
wd-Q7845813,Tropical Park Race Track,racetrack,Olympia Heights,census_designated_places,FL,25.7295,-80.3202,1931-01-01,,,Q7845813,,wikidata,,True,False,1,0,Tropical Park Race Track
wd-Q7889204,United States Air Force Academy Preparatory School,other,Air Force Academy,census_designated_places,CO,38.979113,-104.8593846,1961-05-01,,,Q7889204,,wikidata,,False,False,1,0,United States Air Force Academy Preparatory School
wd-Q7889434,United States Army Adjutant General School,other,South Carolina,wikidata_unverified,SC,,,1947-01-01,,,Q7889434,,wikidata,,False,False,2,0,United States Army Adjutant General School | Adjutant General School
wd-Q7889436,United States Army Air Defense Artillery School,other,Oklahoma,wikidata_unverified,OK,,,,,,Q7889436,,wikidata,,False,False,3,0,United States Army Air Defense Artillery School | Air Defense Artillery School | U.S. Army Air Defense Artillery School
wd-Q7889447,United States Army Aviation Center of Excellence,other,Fort Novosel,census_designated_places,AL,31.3296,-85.7117,,,,Q7889447,,wikidata,,False,False,1,0,United States Army Aviation Center of Excellence
wd-Q7889477,United States Army Field Artillery School,other,Lawton,incorporated_places,OK,34.65111111,-98.40888889,1911-01-01,,,Q7889477,,wikidata,,False,False,1,0,United States Army Field Artillery School
wd-Q7889478,Finance and Comptroller School,other,South Carolina,wikidata_unverified,SC,,,1947-01-01,,,Q7889478,,wikidata,,False,False,2,0,Finance and Comptroller School | Financial Management School
wd-Q7683043,Tanglewood National Golf Club,golf_course,Bainbridge,census_designated_places,,41.3991667,-81.3291667,,,,Q7683043,,wikidata,,False,False,1,0,Tanglewood National Golf Club
wd-Q7694945,Tehàma Golf Club,golf_course,,no_place,,36.5608,-121.836,,,,Q7694945,,wikidata,,False,False,2,0,Tehàma Golf Club | Tehama Golf Club
wd-Q7700111,Tennessee Military Institute,other,,none,,,,1874-01-01,,,Q7700111,,wikidata,,False,False,1,0,Tennessee Military Institute
wd-Q7707472,Texas A&M University Corps of Cadets,other,,none,,,,1876-01-01,,,Q7707472,,wikidata,,False,False,1,0,Texas A&M University Corps of Cadets
wd-Q7715969,The Beach at Adventure Landing,aquatic_center,Mason,incorporated_places,,39.3617,-84.2621,,,,Q7715969,,wikidata,,False,False,2,0,The Beach at Adventure Landing | The Beach Waterpark
wd-Q7730070,The Diamond,ballpark,Richmond,incorporated_places,,37.571806,-77.463733,1985-04-17,,12134,Q7730070,,wikidata,,True,False,1,0,The Diamond
wd-Q7747618,The Little Gym,recreation,,none,,,,1976-01-01,,,Q7747618,,wikidata,,False,False,1,0,The Little Gym
wd-Q7754597,The Oaks Golf Course,golf_course,,no_place,,43.1125,-89.1718,,,,Q7754597,,wikidata,,False,True,1,0,The Oaks Golf Course
wd-Q7768900,The Thoroughbred Corp.,other,,none,,,,,,,Q7768900,,wikidata,,False,False,1,0,The Thoroughbred Corp.
wd-Q7771605,The University Club,other,St. George,incorporated_places,,30.319861111,-91.118194444,,,,Q7771605,,wikidata,,False,True,1,0,The University Club
wd-Q7774419,The Whippoorwill Club,golf_course,,no_place,,41.1472,-73.7378,,,,Q7774419,4119812,wikidata,,False,False,1,0,The Whippoorwill Club
wd-Q7799004,Thunder Over Louisville,other,,none,,,,1990-01-01,,,Q7799004,,wikidata,,False,False,1,0,Thunder Over Louisville
wd-Q7806809,Timmons Arena,arena,Travelers Rest,incorporated_places,,34.917977,-82.437394,,,4000,Q7806809,,wikidata,,True,False,1,0,Timmons Arena
wd-Q7823732,Tony Zupo Field,other,Lodi,incorporated_places,,38.1398,-121.267,1924-01-01,,,Q7823732,,wikidata,,False,False,1,0,Tony Zupo Field
wd-Q7825236,Tor Baseball Field,stadium,Galveston,incorporated_places,,29.25834,-94.848245,,,,Q7825236,,wikidata,,True,False,1,0,Tor Baseball Field
wd-Q7832937,Training Center Yorktown,recreation,,no_place,,37.21993,-76.48458,,,,Q7832937,,wikidata,,False,False,1,0,Training Center Yorktown
wd-Q7846755,Troy Ball Clubs Grounds,other,Watervliet,incorporated_places,,42.732,-73.71,,,,Q7846755,,wikidata,,False,False,1,0,Troy Ball Clubs Grounds
wd-Q7852245,Tully Gymnasium,arena,Tallahassee,incorporated_places,,30.442538,-84.302053,1956-01-01,,2500,Q7852245,,wikidata,,True,False,1,0,Tully Gymnasium
wd-Q7855863,Turner's Arena,other,Washington,incorporated_places,,38.919388888,-77.031527777,,,,Q7855863,,wikidata,,False,False,1,0,Turner's Arena
wd-Q7858275,Twin River Casino,other,,no_place,,41.8884,-71.4487,,,,Q7858275,,wikidata,,False,False,1,0,Twin River Casino
wd-Q7865838,USA Stadium,other,Millington,incorporated_places,,35.33604,-89.92017,,,,Q7865838,,wikidata,,False,False,1,0,USA Stadium
wd-Q7875864,US Cellular Field at the Resch Center,other,Ashwaubenon,incorporated_places,,44.499636,-88.055218,,,,Q7875864,,wikidata,,False,True,2,0,US Cellular Field at the Resch Center | Resch Center
wd-Q7889455,United States Army Cavalry School,other,,none,,,,,,,Q7889455,,wikidata,,False,False,1,0,United States Army Cavalry School
wd-Q76803335,Newark Event Center,other,,none,,,,,,,Q76803335,,wikidata,,False,False,1,0,Newark Event Center
wd-Q78540002,Schulman Movie Bowl Grille Sherman,stadium,Sherman,incorporated_places,,33.59503,-96.60269,,,,Q78540002,,wikidata,,True,False,1,0,Schulman Movie Bowl Grille Sherman
wd-Q78651706,Coyote Entertainment Center,stadium,,no_place,,36.23882,-119.76592,,,,Q78651706,,wikidata,,True,False,1,0,Coyote Entertainment Center
wd-Q7880247,Ultimate Soccer Arenas,other,Pontiac,incorporated_places,MI,42.621111,-83.254167,2008-01-01,,5000,Q7880247,,wikidata,,True,False,1,0,Ultimate Soccer Arenas
wd-Q76987468,Splitsville Luxury Lanes,stadium,Anaheim,incorporated_places,CA,33.809549,-117.923047,2018-03-01,,,Q76987468,,wikidata,,True,False,1,0,Splitsville Luxury Lanes
wd-Q78351154,Schulman's Movie Bowl Grille Bay City,stadium,Bay City,incorporated_places,TX,28.999238888,-95.91695,,,,Q78351154,,wikidata,,True,False,2,0,Schulman's Movie Bowl Grille Bay City | SMBG Bay City
wd-Q7889491,United States Army Medical Department Center and School,other,San Antonio,incorporated_places,TX,29.460555555,-98.448611111,,,,Q7889491,,wikidata,,False,False,3,0,United States Army Medical Department Center and School | Medical Department Field Service School | Medical Field Service School
wd-Q7890730,United States Marine Corps Training and Education Command,other,Quantico,wikidata_unverified,VA,,,2011-10-01,,,Q7890730,,wikidata,,False,False,2,0,United States Marine Corps Training and Education Command | TECOM
wd-Q7890748,United States Military Academy Preparatory School,other,West Point,census_designated_places,NY,41.3976,-73.9797,1947-01-01,,,Q7890748,,wikidata,,False,False,4,0,United States Military Academy Preparatory School | Army Prep | USMAPS | West Point Prep
wd-Q7890853,United States Olympic Training Center,other,Colorado Springs,incorporated_places,CO,38.8409,-104.796,,,,Q7890853,,wikidata,,False,False,1,0,United States Olympic Training Center
wd-Q7894513,University Arena,arena,Kalamazoo,incorporated_places,MI,42.283372,-85.60845,1957-01-01,,5421,Q7894513,,wikidata,,True,True,1,0,University Arena
wd-Q7894540,Pride Roofing University Center,arena,Hammond,incorporated_places,LA,30.520146,-90.473126,1982-01-01,,7500,Q7894540,,wikidata,,True,False,2,0,Pride Roofing University Center | University Center
wd-Q7894692,University Field,other,Uniondale,census_designated_places,NY,40.7202,-73.5986,,,400,Q7894692,,wikidata,,False,True,1,0,University Field
wd-Q7894693,University Field,stadium,Kutztown University,census_designated_places,PA,40.5103,-75.7802,,,5600,Q7894693,,wikidata,,True,True,1,0,University Field
wd-Q7894695,University Field,other,El Paso,incorporated_places,TX,31.7763,-106.507,,,,Q7894695,,wikidata,,False,True,2,0,University Field | UTEP soccer field
wd-Q7894717,University Hall,other,University of Virginia,census_designated_places,VA,38.0446,-78.509,1965-11-03,2019-05-25,11174,Q7894717,,wikidata,,True,False,1,0,University Hall
wd-Q7894932,"University Soccer Stadium, Chico",stadium,Chico,incorporated_places,CA,39.732222,-121.853889,,,4000,Q7894932,,wikidata,,True,False,1,0,"University Soccer Stadium, Chico"
wd-Q7894941,University Stadium,stadium,Carrollton,incorporated_places,GA,33.5798,-85.1236,2009-01-01,,9500,Q7894941,way/1432130086,wikidata,0.276,True,True,1,0,University Stadium
wd-Q7902199,Ustler Hall,arena,Gainesville,incorporated_places,FL,29.650278,-82.346944,,,,Q7902199,,wikidata,,True,True,2,0,Ustler Hall | University Gymnasium
wd-Q7902793,Utica Memorial Auditorium,arena,Utica,incorporated_places,NY,43.104982,-75.233492,1960-03-13,,5700,Q7902793,way/125832856,wikidata,0.004,True,False,1,0,Utica Memorial Auditorium
wd-Q7905891,V.A. Memorial Stadium,other,,no_place,OH,39.38924,-83.01765,1955-01-01,,3000,Q7905891,way/381863276,wikidata,0.015,False,False,3,0,V.A. Memorial Stadium | Chillicothe Veterans Memorial Stadium | Veterans Administration Memorial Stadium
wd-Q7905931,V.F.W. Sports Center,other,Bismarck,incorporated_places,ND,46.820833,-100.794722,1986-01-01,,1289,Q7905931,way/50270517,wikidata,0.062,False,False,1,0,V.F.W. Sports Center
wd-Q7906056,V. J. Keefe Memorial Stadium,stadium,San Antonio,incorporated_places,TX,29.452762,-98.567051,1960-01-01,,5000,Q7906056,,wikidata,,True,False,1,0,V. J. Keefe Memorial Stadium
wd-Q7908143,Vadalabene Center,other,Edwardsville,incorporated_places,IL,38.796,-89.9999,1984-12-05,,,Q7908143,,wikidata,,False,False,1,0,Vadalabene Center
wd-Q795345,Centennial Olympic Stadium,stadium,Atlanta,incorporated_places,GA,33.735555555,-84.389444444,1996-05-18,,85000,Q795345,,wikidata,,True,True,3,0,Centennial Olympic Stadium | Atlanta Olympic Stadium | Olympic Stadium
wd-Q795470,Ball Arena,arena,Denver,incorporated_places,CO,39.748611111,-105.0075,1999-10-01,,17417,Q795470,way/25312645,wikidata,0.004,True,False,5,0,Ball Arena | Denver Debacle | Pepsi Center | The Can | The Denver Debacle
wd-Q795526,Amerant Bank Arena,stadium,Sunrise,incorporated_places,FL,26.158333333,-80.325555555,,,20737,Q795526,way/43903801,wikidata,0.015,True,False,6,6,National Car Rental Center | Office Depot Center | Bank Atlantic Center | BB&T Center | FLA Live Arena | Amerant Bank Arena
wd-Q7894992,University at Buffalo Stadium,stadium,University at Buffalo,census_designated_places,NY,42.999167,-78.7775,,,31000,Q7894992,way/640139435,wikidata,0.014,True,False,2,0,University at Buffalo Stadium | UB Stadium
wd-Q7895246,University of Charleston Stadium at Laidley Field,stadium,Charleston,incorporated_places,WV,38.344,-81.6152,,,,Q7895246,,wikidata,,True,False,1,0,University of Charleston Stadium at Laidley Field
wd-Q7895321,UD Arena,other,Dayton,incorporated_places,OH,39.7356,-84.2,,,13435,Q7895321,way/150542253,wikidata,0.014,True,False,2,0,UD Arena | University of Dayton Arena
wd-Q7895331,University of Denver Arena,other,Denver,incorporated_places,CO,39.6821,-104.962,,1997-01-01,6500,Q7895331,,wikidata,,True,False,2,0,University of Denver Arena | DU Arena
wd-Q7895339,University of Detroit Stadium,other,Detroit,incorporated_places,MI,42.4158,-83.1366,1922-01-01,1971-01-01,,Q7895339,,wikidata,,False,False,1,0,University of Detroit Stadium
wd-Q7895519,University of Idaho Golf Course,golf_course,Moscow,incorporated_places,ID,46.7232,-117.017,,,,Q7895519,,wikidata,,False,False,1,0,University of Idaho Golf Course
wd-Q7895687,University of Maryland Golf Course,golf_course,College Park,incorporated_places,MD,38.991,-76.954,,,,Q7895687,,wikidata,,False,False,1,0,University of Maryland Golf Course
wd-Q7895749,University of Michigan-Dearborn Fieldhouse,other,Dearborn,incorporated_places,MI,42.3146,-83.2287,,,1500,Q7895749,,wikidata,,False,False,1,0,University of Michigan-Dearborn Fieldhouse
wd-Q7895788,University of Minnesota Armory,other,Minneapolis,incorporated_places,MN,44.976944,-93.232222,,,,Q7895788,,wikidata,,False,False,1,0,University of Minnesota Armory
wd-Q7896625,University of Wisconsin Armory and Gymnasium,recreation,Madison,incorporated_places,WI,43.076233,-89.398689,1894-01-01,,,Q7896625,,wikidata,,False,False,2,0,University of Wisconsin Armory and Gymnasium | Red Gym
wd-Q7912100,Valley High School,other,West Des Moines,incorporated_places,IA,41.588,-93.754,,,,Q7912100,,wikidata,,False,False,1,0,Valley High School
wd-Q7912111,Valley Ice Garden,other,Four Corners,census_designated_places,MT,45.6761,-111.189,,,,Q7912111,,wikidata,,False,False,1,0,Valley Ice Garden
wd-Q7920365,Ventura College,other,San Buenaventura (Ventura),incorporated_places,CA,34.2776,-119.232,1925-01-01,,,Q7920365,,wikidata,,False,False,1,0,Ventura College
wd-Q7922112,Vernon Downs,other,,no_place,NY,43.0681,-75.5311,,,,Q7922112,,wikidata,,False,False,1,0,Vernon Downs
wd-Q7923284,Vesper Country Club,golf_course,,no_place,MA,42.654,-71.396,,,,Q7923284,,wikidata,,False,False,1,0,Vesper Country Club
wd-Q7923560,Veteran's Field,ballpark,Chatham,census_designated_places,MA,41.6846,-69.9626,1927-01-01,,2000,Q7923560,,wikidata,,True,False,1,0,Veteran's Field
wd-Q7923614,Veterans Field,stadium,Laredo,incorporated_places,TX,27.5197,-99.5093,1950-01-01,,5000,Q7923614,,wikidata,,True,True,1,0,Veterans Field
wd-Q7923647,Veterans Memorial Field,stadium,Altoona,incorporated_places,PA,40.5066,-78.4121,,,,Q7923647,,wikidata,,True,False,1,0,Veterans Memorial Field
wd-Q7923654,Veterans Memorial Stadium,ballpark,Cedar Rapids,incorporated_places,IA,41.967999,-91.686447,2002-01-01,,5300,Q7923654,way/31137263,wikidata,0.002,True,True,7,0,Veterans Memorial Stadium | Dale and Thomas Popcorn Field | Dale and Thomas Popcorn Field at Veterans Memorial Stadium | New Veterans Memorial Stadium | Perfect Game Field | Perfect Game Field at Veterans Memorial Stadium | Veterans Memorial Stadium II
wd-Q7923655,Veterans Memorial Field Sports Complex,stadium,La Crosse,incorporated_places,WI,43.8159,-91.2262,,,,Q7923655,,wikidata,,True,True,2,0,Veterans Memorial Field Sports Complex | Veterans Memorial Stadium
wd-Q7923656,Veterans Memorial Stadium,stadium,Lawrence,incorporated_places,MA,42.6896,-71.1466,,,,Q7923656,way/1365028457,wikidata,0.005,True,True,1,0,Veterans Memorial Stadium
wd-Q7923658,Veterans Memorial Stadium,stadium,Long Beach,incorporated_places,CA,33.8282,-118.136,,,,Q7923658,way/1057789867,wikidata,0.054,True,True,1,0,Veterans Memorial Stadium
wd-Q7923659,Veterans Memorial Stadium,other,Troy,incorporated_places,AL,31.7994,-85.9519,1950-09-16,,30000,Q7923659,way/664435672,wikidata,0.006,True,True,1,0,Veterans Memorial Stadium
wd-Q7924456,Viaero Event Center,other,Kearney,incorporated_places,NE,40.666389,-99.092222,2000-11-18,,5000,Q7924456,,wikidata,,True,False,1,0,Viaero Event Center
wd-Q7930664,Village Links of Glen Ellyn,other,Glen Ellyn,incorporated_places,IL,41.8539,-88.0725,,,,Q7930664,,wikidata,,False,False,1,0,Village Links of Glen Ellyn
wd-Q7930735,Village of Lisle-Benedictine University Sports Complex,stadium,Lisle,incorporated_places,IL,41.778056,-88.096944,2005-01-01,,,Q7930735,,wikidata,,True,True,1,0,Village of Lisle-Benedictine University Sports Complex
wd-Q7930875,Villanova Ballpark at Plymouth,other,,no_place,PA,40.1232,-75.2893,2003-01-01,,300,Q7930875,,wikidata,,False,False,1,0,Villanova Ballpark at Plymouth
wd-Q7930882,Villanova Stadium,stadium,Villanova,census_designated_places,PA,40.033055555,-75.336666666,1927-10-08,,12500,Q7930882,way/27925494,wikidata,0.01,True,False,1,0,Villanova Stadium
wd-Q7932463,Vines Center,convention_center,Lynchburg,incorporated_places,VA,37.3491,-79.181,,,8085,Q7932463,way/116933266,wikidata,0.022,True,False,1,0,Vines Center
wd-Q7934143,Virginia Beach Sportsplex,other,Virginia Beach,incorporated_places,VA,36.7687,-76.0935,,,6000,Q7934143,relation/6158633,wikidata,0.471,True,False,2,0,Virginia Beach Sportsplex | Sportsplex Stadium
wd-Q7934419,Virginia Motor Speedway,racetrack,,no_place,VA,37.7046,-76.6917,,,,Q7934419,,wikidata,,True,False,1,0,Virginia Motor Speedway
wd-Q7934421,Virginia Motorsports Park,racetrack,,no_place,VA,37.1689,-77.5292,,,,Q7934421,way/45069448,wikidata,0.215,True,False,1,0,Virginia Motorsports Park
wd-Q7934609,Virginia Tech Corps of Cadets,other,Blacksburg,wikidata_unverified,VA,,,1872-01-01,,,Q7934609,,wikidata,,False,False,1,0,Virginia Tech Corps of Cadets
wd-Q7935598,Visalia Country Club,other,Visalia,incorporated_places,CA,36.3347,-119.317,,,,Q7935598,,wikidata,,False,False,1,0,Visalia Country Club
wd-Q7940079,Roto-Rooter Park,other,Keizer,incorporated_places,OR,45.015075,-122.994011,1997-06-22,,4252,Q7940079,way/32285364,wikidata,0.078,False,False,2,0,Roto-Rooter Park | Volcanoes Stadium
wd-Q7945253,W.T. “Dub” Robinson Stadium,other,Baton Rouge,wikidata_unverified,LA,,,,,550,Q7945253,,wikidata,,False,False,1,0,W.T. “Dub” Robinson Stadium
wd-Q7945265,W.W. Thorne Stadium,stadium,Aldine,census_designated_places,TX,29.9323,-95.3611,1979-01-01,,10000,Q7945265,,wikidata,,True,False,1,0,W.W. Thorne Stadium
wd-Q7945455,W. Dennie Spry Soccer Stadium,stadium,Winston-Salem,incorporated_places,NC,36.1383,-80.2789,,,,Q7945455,,wikidata,,True,False,3,0,W. Dennie Spry Soccer Stadium | Spry Stadium | Wake Forest University soccer stadium
wd-Q7945789,Zorn Arena,arena,Eau Claire,incorporated_places,WI,44.798932,-91.498549,,,3500,Q7945789,,wikidata,,True,False,2,0,Zorn Arena | W. L. Zorn Arena
wd-Q7945796,W. Leo Shields Memorial Field,stadium,Barnstable Town,incorporated_places,MA,41.6552,-70.3188,,,,Q7945796,,wikidata,,True,False,1,0,W. Leo Shields Memorial Field
wd-Q7958770,Wachs Arena,arena,Aberdeen,incorporated_places,SD,45.449778,-98.480378,1987-01-01,,8057,Q7958770,,wikidata,,True,False,1,0,Wachs Arena
wd-Q7958786,Wachusett Mountain,ski_resort,,no_place,MA,42.4994,-71.8864,,,,Q7958786,,wikidata,,False,False,1,0,Wachusett Mountain
wd-Q7958826,Wacky Waters Adventure Park,aquatic_center,Davenport,incorporated_places,IA,41.604,-90.63,,,,Q7958826,,wikidata,,False,False,1,0,Wacky Waters Adventure Park
wd-Q7959123,Wade Stadium,other,Duluth,incorporated_places,MN,46.754444,-92.143611,1941-07-16,,4200,Q7959123,,wikidata,,False,False,1,0,Wade Stadium
wd-Q7959599,Hameline Field,stadium,New York,incorporated_places,NY,40.617406,-74.094822,,,3700,Q7959599,,wikidata,,True,False,2,0,Hameline Field | Wagner College Stadium
wd-Q7959747,Wahconah Park,ballpark,Pittsfield,incorporated_places,MA,42.462319,-73.252582,,,3500,Q7959747,,wikidata,,True,False,1,0,Wahconah Park
