venue_id,canonical_name,venue_type,city,city_source,state,lat,lng,opened_date,closed_date,capacity,wikidata_qid,osm_id,spine_source,coord_delta_km,in_scope,name_is_ambiguous,alias_count,dated_alias_count,all_aliases
wd-Q5684851,Hawk Stadium,other,,no_place,MD,38.211272,-75.685598,,,1000,Q5684851,,wikidata,,False,False,1,0,Hawk Stadium
wd-Q5686998,Haymarket Park,other,Lincoln,incorporated_places,NE,40.82279,-96.71391,2001-01-01,,8500,Q5686998,way/283066053,wikidata,0.054,True,False,1,0,Haymarket Park
wd-Q5687285,Hayt Golf Learning Center,other,Jacksonville,incorporated_places,FL,30.2619,-81.5097,,,,Q5687285,,wikidata,,False,False,1,0,Hayt Golf Learning Center
wd-Q5688114,Hazeltine National Golf Club,golf_course,Chaska,incorporated_places,MN,44.8325,-93.5858,1962-01-01,,,Q5688114,,wikidata,,False,False,1,0,Hazeltine National Golf Club
wd-Q5713396,Henderson Park,stadium,Henderson,incorporated_places,TX,32.1494,-94.7952,,,,Q5713396,,wikidata,,True,False,1,0,Henderson Park
wd-Q5714617,Henley Field Ball Park,other,Lakeland,incorporated_places,FL,28.056388888,-81.956388888,1925-03-17,,1000,Q5714617,way/303243112,wikidata,0.054,False,False,2,0,Henley Field Ball Park | Henley Field
wd-Q5763593,Hillsboro Stadium,stadium,Hillsboro,incorporated_places,OR,45.554569,-122.906628,1999-01-01,,7600,Q5763593,way/33164030,wikidata,0.033,True,False,1,0,Hillsboro Stadium
wd-Q5764114,Hilltop Park,other,New York,incorporated_places,NY,40.840555555,-73.942222222,1903-04-30,1913-01-01,16000,Q5764114,,wikidata,,True,False,1,0,Hilltop Park
wd-Q5764317,Hilo Dragstrip,other,Hilo,census_designated_places,HI,19.6814,-155.03,,,,Q5764317,,wikidata,,False,False,1,0,Hilo Dragstrip
wd-Q5715077,Henninger Field,other,Chambersburg,incorporated_places,PA,39.945464,-77.657336,1895-01-01,,,Q5715077,,wikidata,,False,False,1,0,Henninger Field
wd-Q5715113,Hennon Stadium,other,Cullowhee,census_designated_places,NC,35.301108,-83.181127,1978-01-01,,1500,Q5715113,,wikidata,,False,False,1,0,Hennon Stadium
wd-Q5717059,Henry Aaron Field,other,Milwaukee,incorporated_places,WI,43.101964,-87.927929,1957-01-01,,500,Q5717059,,wikidata,,False,False,1,0,Henry Aaron Field
wd-Q55606180,Burlington Gymnasium,recreation,Burlington,incorporated_places,CO,39.30472222,-102.26277778,1941-01-01,,,Q55606180,,wikidata,,False,False,1,0,Burlington Gymnasium
wd-Q55614736,J.H. Moores Memorial Natatorium,aquatic_center,Lansing,incorporated_places,MI,42.71694444,-84.55638889,,,,Q55614736,,wikidata,,False,False,1,0,J.H. Moores Memorial Natatorium
wd-Q55621692,Toyota Field,ballpark,Madison,incorporated_places,AL,34.68649,-86.717349,2020-04-15,,,Q55621692,,wikidata,,True,True,2,0,Toyota Field | Madison Ballpark
wd-Q55622610,"Meadowbrook Country Club (Chesterfield County, Virginia)",golf_course,Meadowbrook,census_designated_places,VA,37.44817,-77.46372,,,,Q55622610,,wikidata,,False,False,1,0,"Meadowbrook Country Club (Chesterfield County, Virginia)"
wd-Q55632485,Sand Hills Golf Club,golf_course,,no_place,NE,41.856666666,-101.090833333,,,,Q55632485,,wikidata,,False,False,1,0,Sand Hills Golf Club
wd-Q55636411,UPMC Events Center,arena,Carnot-Moon,census_designated_places,PA,40.520212,-80.21476,2019-01-01,,,Q55636411,way/432926654,wikidata,0.012,True,False,1,0,UPMC Events Center
wd-Q55648045,Future Champions Sports Complex,other,Jacksonville,incorporated_places,IL,39.745,-90.264444444,,,,Q55648045,,wikidata,,False,False,2,0,Future Champions Sports Complex | Lenz Field
wd-Q55734210,23rd Quartermaster Brigade,other,Virginia,wikidata_unverified,VA,,,1942-08-15,,,Q55734210,,wikidata,,False,False,4,0,23rd Quartermaster Brigade | 23d Quartermaster Group | 23d Quartermaster Regiment | 23d Quartermaster Truck Regiment
wd-Q55886020,Segra Field,stadium,,no_place,VA,39.070746,-77.545434,2019-08-09,,5000,Q55886020,way/713180971,wikidata,0.185,True,False,2,0,Segra Field | Loudoun United Stadium
wd-Q55886178,Lincoln Yards Stadium,stadium,Chicago,incorporated_places,IL,41.914833,-87.661055,,,20000,Q55886178,,wikidata,,True,False,1,0,Lincoln Yards Stadium
wd-Q55887865,University of Idaho Gymnasium and Armory,recreation,Moscow,incorporated_places,ID,46.72638889,-117.01111111,,,,Q55887865,,wikidata,,False,False,2,0,University of Idaho Gymnasium and Armory | Art and Architecture South
wd-Q56062854,Apollo Beach Golf & Sea Club,golf_course,Apollo Beach,census_designated_places,FL,27.764950057,-82.414764341,,,,Q56062854,,wikidata,,False,False,1,0,Apollo Beach Golf & Sea Club
wd-Q56063943,Wallis Annenberg Stadium,stadium,Los Angeles,incorporated_places,CA,34.07264,-118.44549,,,,Q56063943,way/1350369662,wikidata,0.001,True,False,1,0,Wallis Annenberg Stadium
wd-Q56064240,Mentor Civic Arena,arena,Mentor,incorporated_places,OH,41.6985,-81.3322,,,1600,Q56064240,,wikidata,,True,False,1,0,Mentor Civic Arena
wd-Q56203118,Hanover Insurance Park at Fitton Field,ballpark,Worcester,incorporated_places,MA,42.240527777,-71.811222222,,,,Q56203118,,wikidata,,True,False,1,0,Hanover Insurance Park at Fitton Field
wd-Q56227568,TRIA Rink,arena,St. Paul,incorporated_places,MN,44.947388888,-93.095805555,2018-01-10,,1200,Q56227568,,wikidata,,True,False,3,0,TRIA Rink | TRIA Rink at Treasure Island Center | Treasure Island Center rink
wd-Q56276341,Bill Taunton Stadium,ballpark,Willmar,incorporated_places,MN,45.10805556,-95.07194444,,,2000,Q56276341,way/331947992,wikidata,0.067,True,True,2,0,Bill Taunton Stadium | Baker Field at Bill Taunton Stadium
wd-Q56278477,Q2 Stadium,stadium,Austin,incorporated_places,TX,30.388206,-97.719837,2021-06-16,,20500,Q56278477,relation/13704106,wikidata,0.063,True,False,5,0,Q2 Stadium | Austin FC stadium | Austin MLS stadium | McKalla Place Soccer Stadium | McKalla Place stadium
wd-Q56278968,Polar Park,other,Worcester,incorporated_places,MA,42.2570474,-71.801265,,,,Q56278968,,wikidata,,False,False,1,0,Polar Park
wd-Q56748889,Fort Snelling Golf Course,golf_course,,no_place,MN,44.888888888,-93.192222222,,,,Q56748889,,wikidata,,False,False,1,0,Fort Snelling Golf Course
wd-Q56772754,World's Fair Music Hall,arena,New York,incorporated_places,NY,40.7392,-73.83937,,,2500,Q56772754,,wikidata,,True,False,1,0,World's Fair Music Hall
wd-Q5561213,Gilbert Sports and Fitness Center,arena,Thousand Oaks,incorporated_places,,34.226388888,-118.878055555,,,,Q5561213,,wikidata,,True,False,1,0,Gilbert Sports and Fitness Center
wd-Q5566134,Glacier Gardens,other,San Diego,incorporated_places,,32.705,-117.158,,,,Q5566134,,wikidata,,False,False,1,0,Glacier Gardens
wd-Q5567922,Glen Oak Country Club,golf_course,,no_place,,41.8778,-88.0431,,,,Q5567922,,wikidata,,False,False,1,0,Glen Oak Country Club
wd-Q5577347,Goggin Ice Arena,arena,Oxford,incorporated_places,,39.5038547,-84.7370405,1976-01-01,2006-09-01,2850,Q5577347,way/182453477,wikidata,,True,False,1,0,Goggin Ice Arena
wd-Q5578794,Gold Mine,stadium,Long Beach,incorporated_places,,33.783,-118.113,,,,Q5578794,,wikidata,,True,False,1,0,Gold Mine
wd-Q5579537,Golden Hall,arena,,none,,,,1964-01-01,,,Q5579537,,wikidata,,True,False,1,0,Golden Hall
wd-Q5580327,Goldsmith–Schiffman Field,stadium,Huntsville,incorporated_places,,34.74,-86.58,,,,Q5580327,,wikidata,,True,False,1,0,Goldsmith–Schiffman Field
wd-Q5585161,Gordon Gifels Field,other,,none,,,,,,,Q5585161,,wikidata,,False,False,1,0,Gordon Gifels Field
wd-Q5586026,Gordon and Koppel Field,other,Kansas City,incorporated_places,,39.0407,-94.5694,,,,Q5586026,,wikidata,,False,False,1,0,Gordon and Koppel Field
wd-Q5590035,Gowdy Field,other,,none,,,,,,,Q5590035,,wikidata,,False,False,1,0,Gowdy Field
wd-Q5595830,Granite Bowl,stadium,Elberton,incorporated_places,,34.11064,-82.87022,,,,Q5595830,way/490786384,wikidata,0.003,True,False,1,0,Granite Bowl
wd-Q5600035,Great Steamboat Race,other,,none,,,,1963-01-01,,,Q5600035,,wikidata,,False,False,1,0,Great Steamboat Race
wd-Q5600461,Greater Binghamton Sports Complex,other,,no_place,,42.15743,-75.94153,,,,Q5600461,,wikidata,,False,False,1,0,Greater Binghamton Sports Complex
wd-Q5604718,Greenville Municipal Stadium,other,Greenville,incorporated_places,,34.779884,-82.351263,,,,Q5604718,way/45959565,wikidata,0.039,False,False,1,0,Greenville Municipal Stadium
wd-Q5608924,Griffith Stadium,stadium,Washington,incorporated_places,,38.9175,-77.020277777,1911-01-01,1965-01-01,27000,Q5608924,,wikidata,,True,True,6,0,Griffith Stadium | American League Park | Beyer's Seventh Street Park | Clark Griffith Park | Clark Griffith Stadium | National Park
wd-Q5611905,Grudge Training Center,recreation,,none,,,,,2016-11-01,,Q5611905,,wikidata,,False,False,1,0,Grudge Training Center
wd-Q5628456,H. P. Hunnicutt Field,other,Princeton,incorporated_places,,37.358333,-81.105278,1988-01-01,,1700,Q5628456,,wikidata,,False,False,1,0,H. P. Hunnicutt Field
wd-Q5635581,HPER Complex,other,Fayetteville,incorporated_places,,36.0648,-94.178,,,,Q5635581,,wikidata,,False,False,1,0,HPER Complex
wd-Q5644933,Hamilton Field,other,,none,,,,,,,Q5644933,,wikidata,,False,True,1,0,Hamilton Field
wd-Q5663444,Harper Stadium,other,Fort Smith,incorporated_places,,35.4192,-94.3769,,,,Q5663444,,wikidata,,False,False,1,0,Harper Stadium
wd-Q5663831,Harrah's Philadelphia,other,Chester,incorporated_places,,39.849873,-75.347618,,,,Q5663831,,wikidata,,False,False,1,0,Harrah's Philadelphia
wd-Q5665645,Harrison HPER Complex,arena,Greenwood,incorporated_places,,33.51406,-90.1893619,1977-01-01,,,Q5665645,,wikidata,,True,False,1,0,Harrison HPER Complex
wd-Q5674109,Hart Center,arena,Worcester,incorporated_places,,42.235046,-71.806381,1975-12-01,,3600,Q5674109,way/582350224,wikidata,0.048,True,False,1,0,Hart Center
wd-Q5674426,Hartford Ball Club Grounds,other,Hartford,incorporated_places,,41.757465,-72.669252,1874-05-01,,,Q5674426,,wikidata,,False,False,1,0,Hartford Ball Club Grounds
wd-Q5676294,Harvard Boxing Club,other,,none,,,,,,,Q5676294,,wikidata,,False,False,1,0,Harvard Boxing Club
wd-Q5679246,Haskins Field,stadium,,none,,,,1904-01-01,1925-01-01,,Q5679246,,wikidata,,True,False,1,0,Haskins Field
wd-Q5685116,Hawkins Arena,arena,Macon-Bibb County,incorporated_places,,32.82972222,-83.65194444,2004-01-08,,3500,Q5685116,,wikidata,,True,False,1,0,Hawkins Arena
wd-Q5685143,Hawkins Field,ballpark,Nashville-Davidson metropolitan government (balance),incorporated_places,,36.142787,-86.807721,2002-01-01,,3700,Q5685143,way/544413698,wikidata,0.073,True,False,1,0,Hawkins Field
wd-Q5686950,Haymakers' Grounds,other,Troy,incorporated_places,,42.760059581,-73.680995924,,,,Q5686950,,wikidata,,False,False,1,0,Haymakers' Grounds
wd-Q5687190,Hays Field,stadium,Lubbock,incorporated_places,,33.57134,-101.93361,,,,Q5687190,,wikidata,,True,False,1,0,Hays Field
wd-Q5751994,Hidden Valley,ski_resort,,none,,,,,,,Q5751994,,wikidata,,False,True,2,0,Hidden Valley | Ski Estes Park
wd-Q5759571,Highmark Stadium,stadium,Pittsburgh,incorporated_places,,40.436111,-80.009444,2012-06-25,,4000,Q5759571,,wikidata,,True,True,1,0,Highmark Stadium
wd-Q5762663,Hillbilly Outfield: Kentucky Derby party,other,,none,,,,2001-01-01,,,Q5762663,,wikidata,,False,False,1,0,Hillbilly Outfield: Kentucky Derby party
wd-Q5762787,Hillcrest Country Club,golf_course,Los Angeles,incorporated_places,,34.05,-118.40583333,,,,Q5762787,,wikidata,,False,True,1,0,Hillcrest Country Club
wd-Q56064400,Achasta Golf Club,golf_course,Dahlonega,incorporated_places,,34.503,-83.96212,,,,Q56064400,,wikidata,,False,False,1,0,Achasta Golf Club
wd-Q56081282,Coatesville Country Club,golf_course,,no_place,,40.000361111,-75.860111111,1921-01-01,,,Q56081282,,wikidata,,False,False,1,0,Coatesville Country Club
wd-Q56274415,East Bay Stadium,other,,none,,,,,,,Q56274415,,wikidata,,False,False,1,0,East Bay Stadium
wd-Q56276085,Capital Credit Union Park,other,Ashwaubenon,incorporated_places,,44.489444444,-88.058333333,,,,Q56276085,way/677535182,wikidata,0.037,False,False,1,0,Capital Credit Union Park
wd-Q56277635,Sparrow Stadium,ballpark,,no_place,,34.19402778,-79.65916667,,,1755,Q56277635,,wikidata,,True,False,1,0,Sparrow Stadium
wd-Q56291767,Asheville Velodrome,other,,none,,,,,,,Q56291767,,wikidata,,False,False,1,0,Asheville Velodrome
wd-Q57593010,National Center for Credibility Assessment,other,,none,,,,,,,Q57593010,,wikidata,,False,True,8,4,United States Army Polygraph School | Department of Defense Polygraph Institute | Defense Academy for Credibility Assessment | National Center for Credibility Assessment | DACA | DODPI | Department of Defense Academy for Credibility Assessment | NCCA
wd-Q5876764,Fertitta Center,arena,Houston,incorporated_places,TX,29.724722,-95.346944,1969-12-01,,7100,Q5876764,relation/6699367,wikidata,0.005,True,False,2,0,Fertitta Center | Hofheinz Pavilion
wd-Q5876870,Hofstra Arena,arena,Uniondale,census_designated_places,NY,40.719681,-73.596865,2000-01-02,,5124,Q5876870,,wikidata,,True,False,1,0,Hofstra Arena
wd-Q5877029,Hogadon Ski Area,ski_resort,Casper,incorporated_places,WY,42.745,-106.339,,,,Q5877029,,wikidata,,False,False,1,0,Hogadon Ski Area
wd-Q5877334,Hoglund Ballpark,other,Lawrence,incorporated_places,KS,38.952955,-95.252938,,,2500,Q5877334,way/663885905,wikidata,0.03,False,False,2,0,Hoglund Ballpark | Quigley Field
wd-Q5880939,Holland Civic Center,arena,Holland,incorporated_places,MI,42.79,-86.114,,,,Q5880939,,wikidata,,True,False,1,0,Holland Civic Center
wd-Q5881027,Holland Municipal Stadium,stadium,Holland,incorporated_places,MI,42.7856,-86.0894,,,,Q5881027,,wikidata,,True,False,1,0,Holland Municipal Stadium
wd-Q5881204,Holleder Memorial Stadium,stadium,Rochester,incorporated_places,NY,43.19201,-77.6575,,1985-01-01,20000,Q5881204,,wikidata,,True,False,1,0,Holleder Memorial Stadium
wd-Q5882627,Hollywood Casino Bay St. Louis,other,Bay St. Louis,incorporated_places,MS,30.3353,-89.3544,,,,Q5882627,,wikidata,,False,False,1,0,Hollywood Casino Bay St. Louis
wd-Q5882939,Hollywood Sportatorium,other,Pembroke Pines,incorporated_places,FL,26.009019,-80.375219,1969-12-01,1993-10-01,15532,Q5882939,,wikidata,,True,False,1,0,Hollywood Sportatorium
wd-Q5883251,Holman Stadium,other,Nashua,incorporated_places,NH,42.769086,-71.473194,1937-09-23,,4375,Q5883251,relation/2463209,wikidata,0.042,False,True,1,0,Holman Stadium
wd-Q5883255,Holman Stadium,stadium,Vero Beach,incorporated_places,FL,27.644444,-80.426667,1953-01-01,,6500,Q5883255,way/304373022,wikidata,0.018,True,True,1,0,Holman Stadium
wd-Q5884522,ICCU Dome,arena,Pocatello,incorporated_places,ID,42.8697,-112.428,,,12000,Q5884522,way/972454387,wikidata,0.054,True,False,5,0,ICCU Dome | ASISU Minidome | Holt Arena | Idaho State University Arena | Minidome
wd-Q5885245,Holy Cross High School,other,Louisville/Jefferson County metro government (balance),incorporated_places,KY,38.1658,-85.83,1984-01-01,,,Q5885245,,wikidata,,False,False,1,0,Holy Cross High School
wd-Q5771627,Hirsch Memorial Coliseum,arena,Shreveport,incorporated_places,LA,32.4767,-93.7895,1954-01-01,,10300,Q5771627,way/134398079,wikidata,0.008,True,False,1,0,Hirsch Memorial Coliseum
wd-Q5773654,Historic Sanford Memorial Stadium,other,Sanford,incorporated_places,FL,28.80333,-81.25485,,,2015,Q5773654,,wikidata,,False,False,1,0,Historic Sanford Memorial Stadium
wd-Q5773692,Historic Track,racetrack,Goshen,incorporated_places,NY,41.402222,-74.319444,,,,Q5773692,way/658007400,wikidata,0.089,True,False,1,0,Historic Track
wd-Q5874658,Hobart Arena,other,Troy,incorporated_places,OH,40.0458,-84.2051,1950-09-01,,3782,Q5874658,way/89399778,wikidata,0.011,False,False,1,0,Hobart Arena
wd-Q5874890,Hobbs Municipal Ice Center,arena,Eau Claire,incorporated_places,WI,44.80056,-91.51883,,,,Q5874890,,wikidata,,True,False,2,0,Hobbs Municipal Ice Center | Hobbs Municipal Ice Arena
wd-Q5875017,Hobey Baker Memorial Rink,other,Princeton,incorporated_places,NJ,40.3429,-74.6578,1923-01-05,,2092,Q5875017,,wikidata,,False,False,1,0,Hobey Baker Memorial Rink
wd-Q5889968,Homer Bryce Stadium,stadium,Nacogdoches,incorporated_places,TX,31.625556,-94.644444,1973-09-08,,14575,Q5889968,,wikidata,,True,False,1,0,Homer Bryce Stadium
wd-Q5890548,Homestead Sports Complex,other,Homestead,incorporated_places,FL,25.45161,-80.43095,1991-01-01,2019-05-20,6500,Q5890548,,wikidata,,True,False,1,0,Homestead Sports Complex
wd-Q5890690,Homewood Field,stadium,Baltimore,incorporated_places,MD,39.333611111,-76.620833333,1906-01-01,,8500,Q5890690,,wikidata,,True,False,1,0,Homewood Field
wd-Q5890900,Hominy Hill Golf Course,golf_course,,no_place,NJ,40.2726,-74.199,,,,Q5890900,,wikidata,,False,False,1,0,Hominy Hill Golf Course
wd-Q582280,Rose Bowl,stadium,Pasadena,incorporated_places,CA,34.1614,-118.1676,1923-01-01,,92542,Q582280,way/5208863,wikidata,0.018,True,False,2,0,Rose Bowl | Rose Bowl Stadium
wd-Q583085,Northwest Stadium,stadium,Summerfield,census_designated_places,MD,38.907777777,-76.864444444,,,64000,Q583085,way/24617361,wikidata,0.014,True,False,6,0,Northwest Stadium | Commanders Field | FedEx Field | FedExField | JKC Stadium | Jack Kent Cooke Stadium
wd-Q583581,Valley Children's Stadium,stadium,Fresno,incorporated_places,CA,36.8144,-119.758,,,41031,Q583581,way/187080902,wikidata,0.006,True,True,3,0,Valley Children's Stadium | Bulldog Stadium | Bulldog Stadium at Jim Sweeney Field
wd-Q589875,Principal Park,stadium,Des Moines,incorporated_places,IA,41.580277777,-93.615833333,1992-04-16,,11500,Q589875,relation/1476861,wikidata,0.009,True,False,2,0,Principal Park | Sec Taylor Stadium
wd-Q595460,PPG Paints Arena,arena,Pittsburgh,incorporated_places,PA,40.4394,-79.9892,2010-08-18,,18387,Q595460,way/130358195,wikidata,0.042,True,False,3,2,Consol Energy Center | PPG Paints Arena | The House That Crosby Built
wd-Q598070,Alumni Stadium,stadium,Boston,incorporated_places,MA,42.335,-71.166388888,,,44500,Q598070,way/29585757,wikidata,0.013,True,True,2,0,Alumni Stadium | Boston College Stadium
wd-Q598342,Conte Forum,arena,Boston,incorporated_places,MA,42.335,-71.1675,1988-10-24,,7884,Q598342,way/187088150,wikidata,0.022,True,False,3,0,Conte Forum | Kelley Rink | Silvio O. Conte Forum
wd-Q601596,Texas Stadium,stadium,Irving,incorporated_places,TX,32.839769444,-96.910911111,1971-10-24,,65675,Q601596,,wikidata,,True,False,1,0,Texas Stadium
wd-Q603034,Drexel University,other,Philadelphia,incorporated_places,PA,39.956441,-75.188686,1891-01-01,,,Q603034,,wikidata,,False,False,4,0,Drexel University | Drexel | Drexel Institute | Drexel Institute of Technology
wd-Q604015,Cow Palace,arena,Daly City,incorporated_places,CA,37.706666666,-122.418611111,1941-04-01,,12953,Q604015,,wikidata,,True,False,2,0,California State Livestock Pavilion | Cow Palace
wd-Q604331,Islip Speedway,racetrack,Islip,census_designated_places,NY,40.7495,-73.2115,,,,Q604331,,wikidata,,True,False,1,0,Islip Speedway
wd-Q605644,Iowa Speedway,racetrack,Newton,incorporated_places,IA,41.674104,-93.0163217,,,,Q605644,,wikidata,,True,False,1,0,Iowa Speedway
wd-Q606131,Howelsen Hill Ski Area,ski_resort,Steamboat Springs,incorporated_places,CO,40.4828,-106.839,,,,Q606131,,wikidata,,False,False,1,0,Howelsen Hill Ski Area
wd-Q606901,Mississippi Veterans Memorial Stadium,stadium,Jackson,incorporated_places,MS,32.329639,-90.179778,1950-01-01,,60492,Q606901,relation/1750842,wikidata,0.002,True,False,1,0,Mississippi Veterans Memorial Stadium
wd-Q609551,Arthur Ashe Stadium,stadium,New York,incorporated_places,NY,40.749886111,-73.847033333,1997-01-01,,22547,Q609551,way/284859611,wikidata,0.001,True,False,1,0,Arthur Ashe Stadium
wd-Q612736,Lumen Field,stadium,Seattle,incorporated_places,WA,47.595277777,-122.331666666,2002-01-01,,67000,Q612736,relation/5838734,wikidata,0.007,True,False,5,0,Lumen Field | The Hawk | CenturyLink Field | Qwest Field | Seahawks Stadium
wd-Q615972,Marine Corps Recruit Depot San Diego,recreation,San Diego,incorporated_places,CA,32.741944444,-117.197222222,1919-01-01,,,Q615972,,wikidata,,False,False,2,0,Marine Corps Recruit Depot San Diego | MCRD San Diego
